,p_stress_or_crisis,p_crisis,signal_color,cpi_level,cpi_alert
2019-01-31,2.2694005614207626e-05,7.619437483817475e-08,GREEN,-0.4858434735177213,False
2019-02-28,3.0431990951998766e-05,1.0300382424038849e-07,GREEN,-0.42850204427012656,False
2019-03-31,4.281527430139139e-05,1.8554461153313106e-07,GREEN,-0.4283057371528033,False
2019-04-30,9.918404854460882e-05,1.0579853229986988e-06,GREEN,-0.3439760485695956,False
2019-05-31,0.00011832521746232166,1.1672987156894653e-06,GREEN,-0.47939510663678403,False
2019-06-30,0.00023176837818153509,3.4622903115504515e-06,GREEN,-0.4753505363874204,False
2019-07-31,0.00034730966806280393,2.8762812956759326e-06,GREEN,-0.6044498266094911,False
2019-08-31,0.0012417497854203836,7.687474547946643e-06,GREEN,-0.49102341966121943,False
2019-09-30,0.0021499466678047106,1.1452791209591207e-05,GREEN,-0.4904028278589326,False
2019-10-31,0.009543255085096512,8.984465831964434e-05,GREEN,-0.3161149542123576,False
2019-11-30,0.011849612011050854,0.00021676801189420193,GREEN,-0.3193720194996723,False
2019-12-31,0.018767943364308162,0.0015075369288267992,GREEN,-0.31111954244887835,False
2020-01-31,0.06800992847222258,0.014906880738359267,GREEN,-0.1464573625825341,False
2020-02-29,0.08813140114839643,0.03620160464181888,GREEN,-0.3363919764798672,False
2020-03-31,0.23670102639228643,0.18689078580379434,GREEN,-0.3301328347360218,False
2020-04-30,0.999945686903547,0.992514617525639,RED,-1.1652806446216406,False
2020-05-31,0.9999999999999983,0.9999855743429231,RED,0.23558983196154226,False
2020-06-30,0.9999999999999484,0.9923669129297988,RED,0.2141281668940351,False
2020-07-31,0.9995613636673304,0.8179472846697784,RED,-0.5116453015531814,False
2020-08-31,0.9999716312903455,0.8319104184746674,RED,-0.09819232428521203,False
2020-09-30,0.9999723881471023,0.8493542252806213,RED,-0.14152742336436,False
2020-10-31,0.9999999999999986,0.9999996064651376,RED,1.3585682092244042,False
2020-11-30,0.9999999999894377,0.9968989054027321,RED,-0.016923796536670838,False
2020-12-31,0.9999999998320481,0.9961847184932243,RED,-0.010643252312804446,False
2021-01-31,0.9999999999782195,0.9776759437101489,RED,-1.2433837053551096,False
2021-02-28,0.9999999999988857,0.9782336766415491,RED,-0.7457229852054862,False
2021-03-31,0.9999989487216147,0.9634605880470265,RED,-0.8356273369680596,False
2021-04-30,0.9999994184027885,0.2287974070199554,YELLOW,-1.6740298714502637,False
2021-05-31,0.9999721563906907,0.18730574329617278,YELLOW,-1.5101462717464074,False
2021-06-30,0.9976729708615234,0.16557262892925906,YELLOW,-1.5313814111491622,False
2021-07-31,0.99997212598151,0.20374422553970872,YELLOW,-1.0011152592748973,False
2021-08-31,0.9949510937683711,0.07053419550143714,YELLOW,-1.563866234448873,False
2021-09-30,0.9801310213040573,0.061254753909564016,YELLOW,-1.5616516834880443,False
2021-10-31,0.9999999273439765,0.09178687465900663,YELLOW,-0.7140316377098962,False
2021-11-30,0.9874492660622849,0.011302563404104397,YELLOW,-0.9524793248185284,False
2021-12-31,0.987492398856588,0.00432936780218441,YELLOW,-0.9470984606981401,False
2022-01-31,0.9968396652604696,0.006876397511500116,YELLOW,-0.44076836900625715,False
2022-02-28,0.981863393615212,0.0009898275194697725,YELLOW,-0.6258299795525117,False
2022-03-31,0.9818277758651157,0.0003034695100271526,YELLOW,-0.6130058659954931,False
2022-04-30,0.9824668981501435,0.0007719963925114726,YELLOW,-0.3343332076702522,False
2022-05-31,0.982450879944994,0.000773868516007393,YELLOW,-0.37042702429555807,False
2022-06-30,0.98255422397942,0.0018239448033605568,YELLOW,-0.3591274237376276,False
2022-07-31,0.999999999174166,0.008536941321585029,YELLOW,0.3040512096176366,False
2022-08-31,0.9999982433166713,0.0009485727932552861,YELLOW,0.12510147147767903,False
2022-09-30,0.9999984882466844,0.000210658123739146,YELLOW,0.14154735543318547,False
2022-10-31,0.999999999823178,0.0004529363254062372,YELLOW,0.4633202325841126,False
2022-11-30,0.9999999999770965,0.00027891991946946387,YELLOW,0.5042326967596178,False
2022-12-31,0.9999999999901392,0.00019096898006204394,YELLOW,0.5215134306970092,False
2023-01-31,0.999999999999084,0.00022781262520208415,YELLOW,0.5798852319369909,False
2023-02-28,0.9999999999971001,0.0002436639153647253,YELLOW,0.5962458820015164,False
2023-03-31,0.9999999999919083,0.00037193923479866245,YELLOW,0.6193368050027468,False
2023-04-30,0.9999999999999993,0.0014278768951535065,YELLOW,0.9533108109134157,False
2023-05-31,0.9999999994559614,0.0004943246922417463,YELLOW,0.7732132012091737,False
2023-06-30,0.9999999999092682,0.0009257094063686623,YELLOW,0.8002873397639503,False
2023-07-31,0.999999902254336,0.0003291198432560274,YELLOW,0.5677572063301874,False
2023-08-31,0.9999999999936009,0.00104729761328895,YELLOW,0.8035375066333454,False
2023-09-30,0.9999999999988195,0.0021408778587619403,YELLOW,0.8198928376336256,False
2023-10-31,0.9999993377413681,0.002186068332632439,YELLOW,0.5133424331595074,False
2023-11-30,0.9999999841272289,0.006320588030328233,YELLOW,0.6016726612255445,False
2023-12-31,0.9999999998901958,0.02021117607935992,YELLOW,0.6139795629293057,False
2024-01-31,0.9733531275903605,0.001506122313409278,YELLOW,-0.08959777728390662,False
2024-02-29,0.9988424962682607,0.0013108451852705937,YELLOW,0.13966663180980024,False
2024-03-31,0.9991527582096897,0.0005087237022192702,YELLOW,0.14356445553360367,False
2024-04-30,0.9995623912658474,0.0005743876621729409,YELLOW,0.20157428812884212,False
2024-05-31,0.9999925794191858,0.0016992493991081106,YELLOW,0.3961754715972105,False
2024-06-30,0.999994193763915,0.003855486996461409,YELLOW,0.33855170728198664,False
2024-07-31,0.9990363380215307,0.00045356110894766654,YELLOW,-0.08957308058141382,False
2024-08-31,0.9997986978418871,0.0006634879977097961,YELLOW,0.09448580167626146,False
2024-09-30,0.9998292914965587,0.0007952261604948904,YELLOW,0.08557230009014563,False
2024-10-31,0.07057022998989172,4.8523099825196215e-05,GREEN,-0.4765718293400784,False
2024-11-30,0.0713760604466204,4.2877971704335535e-05,GREEN,-0.23175864070154584,False
2024-12-31,0.07144766394662548,1.3758583031263465e-05,GREEN,-0.18021160672537875,False
2025-01-31,0.07162009843844512,5.569494473001826e-06,GREEN,-0.06830455827427429,False
2025-02-28,0.0026106876234239557,1.451665319779143e-06,GREEN,-0.35502628373200146,False
2025-03-31,0.002561573913213386,6.937660195665399e-07,GREEN,-0.3636743871403397,False
2025-04-30,0.002571153721391428,1.0317989371079546e-06,GREEN,-0.27176195981065815,False
2025-05-31,0.002574637053533447,1.1909374998615738e-06,GREEN,-0.2714328393202462,False
2025-06-30,0.00259195664872553,2.0666822969665868e-06,GREEN,-0.2734142423183479,False
2025-07-31,0.0014906313276233988,7.27793468454436e-07,GREEN,-0.47990332224882254,False
2025-08-31,0.0015563579927521136,1.2776416434784373e-06,GREEN,-0.37464107437918653,False
2025-09-30,0.001611888551215157,1.879494969298452e-06,GREEN,-0.3806971629052805,False
2025-10-31,0.0017964147667998633,7.675071386891968e-06,GREEN,-0.35160429671610827,False
2025-11-30,0.0020526271032662046,3.691080441398745e-05,GREEN,-0.4139441332136392,False
2025-12-31,0.003184521931383531,0.00031822138670433873,GREEN,-0.4164519079731517,False
2026-01-31,0.00778349143998012,0.0030917423806730224,GREEN,-0.4404550339671257,False
2026-02-28,0.9999999993453356,0.05305903556039102,YELLOW,0.3627318059088703,False
2026-03-31,0.9999934112971023,0.058527419493307586,YELLOW,0.21022649783330374,False
